"path_id","criteria","hr_os","selog_hr_os","hr_pfs","selog_hr_pfs","ae","number_of_patients","ease","g_index","sucra_os","sucra_pfs"
"C1783","Histology_NonSquamous, FirstProgression, maintenance_v2, Neutrophils, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, CNS_Metastasis, ECOG, ALK_drug, EGFR_drug",0.492943515447334,0.244441030707171,1.00337627967333,0.134360307916509,0.101941747572816,535,0.258917472647208,0.663379220627254,2.25545901060104,1.71138709783554
"C1015","Histology_NonSquamous, FirstProgression, maintenance_v2, Neutrophils, Platelets, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, ECOG, ALK_drug, EGFR_drug",0.494259895753281,0.24460376262865,0.980172308401787,0.136267252784647,0.102439024390244,530,0.228080221078576,0.653240902289178,2.25430542230606,1.78312003612518
"C2039","Histology_NonSquamous, FirstProgression, maintenance_v2, Neutrophils, Platelets, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, CNS_Metastasis, ECOG, ALK_drug, EGFR_drug",0.496191345932293,0.242686805879006,0.966253898242887,0.135837245226784,0.102689486552567,529,0.215003054954944,0.654580386616464,2.25344580411911,1.8296719789505
"C3831","Histology_NonSquamous, FirstProgression, maintenance_v2, Neutrophils, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.503379865298123,0.243118288092211,0.981015157215619,0.134713153426485,0.102189781021898,534,0.264029244975879,0.665644937836607,2.23794972896576,1.78149104118347
"C2807","Histology_NonSquamous, FirstProgression, maintenance_v2, Neutrophils, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.517641731038956,0.242031861455741,0.98185182424022,0.134423578066905,0.101941747572816,536,0.264385786660971,0.661727705792391,2.21692049503326,1.78733986616135
"C759","Histology_NonSquamous, FirstProgression, maintenance_v2, Neutrophils, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, ECOG, ALK_drug, EGFR_drug",0.514201890251284,0.24357671405137,1.00627180464632,0.134464427382327,0.101694915254237,537,0.262141143053328,0.659525977158439,2.21659177541733,1.7008735537529
"C3063","Histology_NonSquamous, FirstProgression, maintenance_v2, Neutrophils, Platelets, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.516249843250118,0.240767321907893,0.999223908906701,0.135169449333734,0.102689486552567,529,0.236991359616222,0.655874719585565,2.21474134922028,1.72576266527176
"C4087","Histology_NonSquamous, FirstProgression, maintenance_v2, Neutrophils, Platelets, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.517146900486706,0.240682256754257,1.0005418886925,0.135112269432143,0.102941176470588,528,0.235269288605984,0.657217118150308,2.21290838718414,1.71568429470062
"C2047","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Neutrophils, Platelets, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, CNS_Metastasis, ECOG, ALK_drug, EGFR_drug",0.518314516477255,0.24688747570402,0.972918015101202,0.136994385526163,0.102941176470588,528,0.237983866793898,0.653117462920431,2.20876914262772,1.80786556005478
"C3807","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Neutrophils, Hemoglobin, AST_v2, Bilirubin_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.526637738154943,0.231141944794133,0.977952719749229,0.130725529470051,0.106430155210643,582,0.223446357587858,0.691025252785648,2.20821291208267,1.80044549703598
"C4095","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Neutrophils, Platelets, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.52036481358192,0.244272085467857,0.969638587183983,0.136227804758047,0.103194103194103,527,0.219179711374714,0.655559776970164,2.2070392370224,1.81762272119522
"C1023","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Neutrophils, Platelets, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, ECOG, ALK_drug, EGFR_drug",0.516825767389189,0.247064717826414,0.969922854071724,0.137096145590451,0.102689486552567,529,0.240427094614114,0.65176224612859,2.20488142967224,1.80932426452637
"C735","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Neutrophils, Hemoglobin, AST_v2, Bilirubin_v2, ECOG, ALK_drug, EGFR_drug",0.5252032030242,0.232046848329771,0.987530342519633,0.130624558991627,0.105960264900662,585,0.230508483154272,0.684596594461699,2.20445734262466,1.76425111293793
"C1759","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Neutrophils, Hemoglobin, AST_v2, Bilirubin_v2, CNS_Metastasis, ECOG, ALK_drug, EGFR_drug",0.525888511058733,0.232047332089909,1.00322778221958,0.131115284956213,0.106194690265487,583,0.227481936793887,0.688705106647942,2.20347601175308,1.71310222148895
"C2015","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Neutrophils, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, CNS_Metastasis, ECOG, ALK_drug, EGFR_drug",0.525746896627831,0.231937053952533,1.00631206800231,0.131903144231503,0.106904231625835,577,0.211548655267295,0.678963502383953,2.20086961984634,1.70208412408829
"C2783","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Neutrophils, Hemoglobin, AST_v2, Bilirubin_v2, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.532810355482576,0.230215854170024,0.978816194029789,0.130054735333126,0.106194690265487,584,0.22094457307645,0.686807828851823,2.19257313013077,1.79582905769348
"C3071","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Neutrophils, Platelets, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.532368159803809,0.245428621033794,1.01413994485013,0.136048687424008,0.102941176470588,528,0.255484315124523,0.65419724716431,2.18485480546951,1.68686854839325
"C767","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Neutrophils, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, ECOG, ALK_drug, EGFR_drug",0.53046687421746,0.243484142007247,0.987450766052403,0.13451233832364,0.101941747572816,536,0.26405295089478,0.658378476528624,2.18264120817184,1.75793451070786
"C991","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Neutrophils, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, ECOG, ALK_drug, EGFR_drug",0.538018955325831,0.230947535126674,1.0171362583251,0.13178323851761,0.106666666666667,578,0.219594062229385,0.677756471401984,2.17330145835876,1.65936154127121
"C4063","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Neutrophils, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.547127849911675,0.230294994774258,1.01412089920146,0.131400633798741,0.107142857142857,576,0.214030184641768,0.681401720600475,2.15775001049042,1.67892944812775
"C1735","Histology_NonSquamous, FirstProgression, maintenance_v2, Hemoglobin, AST_v2, Bilirubin_v2, CNS_Metastasis, ECOG, ALK_drug, EGFR_drug",0.560398666373581,0.207359850814844,1.00721095723695,0.112551030874479,0.112054329371817,772,0.169339620621062,0.728389196315218,2.15200453996658,1.71934378147125
"C2805","Histology_NonSquamous, maintenance_v2, Neutrophils, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.550179425575666,0.233212896318483,0.937274393374685,0.13344603061928,0.101415094339623,555,0.232703658242392,0.666068548019755,2.15070223808289,1.91254156827927
"C3039","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Neutrophils, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.54891167037771,0.231362077390075,1.01279971672187,0.131621364125316,0.106904231625835,577,0.207097500194976,0.680168130196159,2.14845710992813,1.67597913742065
"C2759","Histology_NonSquamous, FirstProgression, maintenance_v2, Hemoglobin, AST_v2, Bilirubin_v2, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.56228073824023,0.207775878308514,1.01368656934386,0.112418663668771,0.112244897959184,772,0.130323121661887,0.724819364466575,2.14310902357101,1.69660377502441
"C1791","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Neutrophils, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, CNS_Metastasis, ECOG, ALK_drug, EGFR_drug",0.552652575999023,0.244787630566437,1.02155001649972,0.135187086981511,0.102189781021898,534,0.281477755951578,0.662317244741309,2.13253998756409,1.65106379985809
"C2037","Histology_NonSquamous, maintenance_v2, Neutrophils, Platelets, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, CNS_Metastasis, ECOG, ALK_drug, EGFR_drug",0.55636237795086,0.235893560480809,0.947496515966854,0.135063803067283,0.102137767220903,548,0.209852347505291,0.656603935716269,2.13135349750519,1.87996143102646
"C3031","Histology_NonSquamous, FirstProgression, maintenance_v2, Neutrophils, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.563687096874898,0.229312699290197,1.02327193667832,0.129153104215094,0.106986899563319,590,0.225424481334067,0.686154056227776,2.12914675474167,1.66216444969177
"C1013","Histology_NonSquamous, maintenance_v2, Neutrophils, Platelets, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, ECOG, ALK_drug, EGFR_drug",0.562128576749643,0.235592685086942,0.954423230689276,0.135280823817369,0.101895734597156,549,0.214163476511772,0.655271315571176,2.1266376376152,1.86721408367157
"C2791","Histology_NonSquamous, FirstProgression, maintenance_v2, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.565183844208926,0.22016942490313,0.941161417403783,0.117837526298084,0.110236220472441,673,0.11799238311748,0.702044048922109,2.12578701972961,1.91803771257401
"C4055","Histology_NonSquamous, FirstProgression, maintenance_v2, Neutrophils, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.563774085948049,0.229286063605577,1.02193118813504,0.129168218627959,0.107221006564551,589,0.222713807867301,0.687390880385064,2.12508803606033,1.66054081916809
"C743","Histology_NonSquamous, FirstProgression, maintenance_v2, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, ECOG, ALK_drug, EGFR_drug",0.566191175962756,0.221353665941422,0.992713277333944,0.118419634393166,0.109803921568627,675,0.145685019829935,0.703028108320774,2.12274986505508,1.76288634538651
"C2815","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Neutrophils, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.559402326604952,0.243408623156743,1.02337093352525,0.134219849257509,0.102189781021898,535,0.27685924301289,0.660333848061963,2.11474859714508,1.64070320129395
"C3829","Histology_NonSquamous, maintenance_v2, Neutrophils, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.563906660369564,0.233359045866595,0.941899446186337,0.133591183413818,0.101654846335697,553,0.229562996211812,0.669798169463172,2.11424285173416,1.89335268735886
"C3799","Histology_NonSquamous, FirstProgression, maintenance_v2, Neutrophils, Hemoglobin, AST_v2, Bilirubin_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.568283692241962,0.226955629333189,1.03948961962114,0.127578033752019,0.106521739130435,595,0.255060819532503,0.698369544726147,2.11414277553558,1.60220050811768
"C3837","Histology_NonSquamous, maintenance_v2, WBC, Neutrophils, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.565766922758554,0.235740743708304,0.918907909990169,0.135152854877534,0.101895734597156,552,0.215673311333778,0.667467601839614,2.11029529571533,1.9589576125145
"C1767","Histology_NonSquamous, FirstProgression, maintenance_v2, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, CNS_Metastasis, ECOG, ALK_drug, EGFR_drug",0.573826719211673,0.221198788410951,1.00507123082116,0.11871884150147,0.110019646365422,673,0.157146128446626,0.707222821488187,2.10812789201736,1.72436898946762
"C719","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Hemoglobin, AST_v2, Bilirubin_v2, ECOG, ALK_drug, EGFR_drug",0.580627629564211,0.210207924007555,0.969933284106275,0.114153360486717,0.114285714285714,734,0.109287042653619,0.722427936556522,2.10561168193817,1.84435504674911
"C3815","Histology_NonSquamous, FirstProgression, maintenance_v2, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.578518230746571,0.220162676341186,0.972362159866168,0.117936347298111,0.110453648915187,671,0.13662777537013,0.706273451317988,2.10189378261566,1.83441007137299
"C3959","Histology_NonSquamous, FirstProgression, maintenance_v2, Neutrophils, Platelets, Hemoglobin, ALT_v2, Bilirubin_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.567897682998484,0.24079943363,1.03401944894579,0.13587679269756,0.101694915254237,533,0.236450978572571,0.665010571513074,2.10128563642502,1.60913133621216
"C3015","Histology_NonSquamous, FirstProgression, maintenance_v2, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.582690341541756,0.210905390608726,1.04417595892447,0.114418461190543,0.11340206185567,761,0.119482945049209,0.717919542263833,2.09861749410629,1.60141295194626
"C2935","Histology_NonSquamous, FirstProgression, maintenance_v2, Neutrophils, Platelets, Hemoglobin, ALT_v2, Bilirubin_v2, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.56871977036413,0.240563905198974,1.02812475907866,0.135920605464876,0.101449275362319,534,0.236302681517978,0.663648140616097,2.09785377979279,1.63036006689072
"C2775","Histology_NonSquamous, FirstProgression, maintenance_v2, Neutrophils, Hemoglobin, AST_v2, Bilirubin_v2, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.577709872290971,0.226440557832694,1.029653724449,0.12751814321638,0.106290672451193,597,0.241637316996465,0.694377726421725,2.09122848510742,1.63012999296188
"C4047","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.585614730037703,0.21064727017531,1.00555709914871,0.115728231308354,0.116152450090744,720,0.12282986364554,0.718444158429173,2.08881968259811,1.72619152069092
"C1781","Histology_NonSquamous, maintenance_v2, Neutrophils, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, CNS_Metastasis, ECOG, ALK_drug, EGFR_drug",0.57606290615935,0.233514051385123,0.951438867581957,0.134257505668574,0.101415094339623,554,0.231315573641864,0.667780360227856,2.08720993995667,1.87097650766373
"C3023","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.586859775321296,0.210848759134278,0.998794073708729,0.115588435015514,0.115942028985507,721,0.128304508826242,0.717352693784749,2.08105194568634,1.74394816160202
"C757","Histology_NonSquamous, maintenance_v2, Neutrophils, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, ECOG, ALK_drug, EGFR_drug",0.581117159913865,0.233469403100797,0.962144620152553,0.133853452515119,0.101176470588235,556,0.238532158686516,0.664185854003986,2.08036440610886,1.84435588121414
"C983","Histology_NonSquamous, FirstProgression, maintenance_v2, Neutrophils, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, ECOG, ALK_drug, EGFR_drug",0.580595696074787,0.229102743847715,1.04116060677339,0.129138763489687,0.106753812636166,591,0.243289884132432,0.683678711963126,2.07985770702362,1.59363150596619
"C3061","Histology_NonSquamous, maintenance_v2, Neutrophils, Platelets, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.581072253904963,0.234671054388842,0.955036620057095,0.135230768954368,0.102137767220903,548,0.2156168184307,0.657358340725024,2.07714885473251,1.86196225881577
"C3839","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Neutrophils, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.574783737680008,0.242523164160581,1.05430310247732,0.134762669020425,0.102439024390244,533,0.294472838591828,0.664332446787299,2.07454633712769,1.53493279218674
"C4085","Histology_NonSquamous, maintenance_v2, Neutrophils, Platelets, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.581700727136211,0.234610323625485,0.951813667675308,0.135197862616436,0.102380952380952,547,0.213963317304954,0.658697723925477,2.07451277971268,1.87097060680389
"C3814","FirstProgression, maintenance_v2, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG, ALK_drug, EGFR_drug",0.601948524478185,0.177987452668213,0.866682677818449,0.090601126708215,0.118663594470046,1182,0.0590764523903642,0.763425302532621,2.06994760036469,2.13243055343628
"C751","Histology_NonSquamous, FirstProgression, maintenance_v2, WBC, Platelets, Hemoglobin, AST_v2, Bilirubin_v2, ECOG, ALK_drug, EGFR_drug",0.589797963606221,0.220679365330686,0.9492178244395,0.119029341244107,0.111553784860558,666,0.11389970412135,0.699124169926974,2.06978470087051,1.89826285839081
"C1991","Histology_NonSquamous, FirstProgression, maintenance_v2, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, CNS_Metastasis, ECOG, ALK_drug, EGFR_drug",0.589886044552402,0.209167104332478,1.06765869526228,0.113393209598671,0.113207547169811,762,0.161108531423479,0.718815649025347,2.06934142112732,1.50634503364563
"C2007","Histology_NonSquamous, FirstProgression, maintenance_v2, Neutrophils, Hemoglobin, AST_v2, ALT_v2, Bilirubin_v2, CNS_Metastasis, ECOG, ALK_drug, EGFR_drug",0.588744710724839,0.229077209326672,1.03954756790862,0.129311147096149,0.106986899563319,590,0.246994714594598,0.684892304599725,2.06302428245544,1.60102021694183
